url,house_type,bathrooms,bedrooms,price,locality,condition,furnishing,24_hour_electricity,air_conditioning,apartment,balcony,chandelier,dining_area,dishwasher,hot_water,kitchen_cabinets,kitchen_shelf,microwave,pop_ceiling,pre_paid_meter,refrigerator,tv,tiled_floor,wardrobe,wi_fi,loc
https jiji com gh oyarifa houses apartments for rent bdrm house in self compound oyarifa for rent ocwhq tarpsluumy efnma html,house,4,4,5000.0,oyarifa,fairly used,semi furnished,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,oyarifa
https jiji com gh spintex houses apartments for rent bdrm house in spintex for rent cynroarcyvgz rvkxbpku tg html,house,5,4,24000.0,spintex,newly built,semi furnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spintex
https jiji com gh ghana link area houses apartments for rent bdrm house in east legon ghana link area for rent ubys vhnip v ccf n ou o html,house,4,3,16500.0,east legon,newly built,unfurnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,east legon
https jiji com gh spintex houses apartments for rent bdrm mansion in george property spintex for rent xhhxiesfmsispcrtt gky qf html,mansion,4,4,10000.0,spintex,fairly used,unfurnished,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,spintex
https jiji com gh teshie houses apartments for rent bdrm apartment in ayathar bedroom teshie for rent thjjapgocoz co gcvlgxnk html,apartment,2,2,3000.0,teshie,newly built,semi furnished,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,teshie
https jiji com gh teshie new town houses apartments for rent bdrm apartment in adom agency new town for rent l c eats hvuxovdgqssbkic html,apartment,1,1,600.0,teshie,fairly used,unfurnished,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,teshie
https jiji com gh teshie nungua estates houses apartments for rent bdrm house in legacy solid real teshie nungua estates for rent i hdc xhdpw lisfojdg hc html,house,3,3,5000.0,nungua,renovated,unfurnished,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,nungua central
https jiji com gh mallam houses apartments for rent bdrm apartment in mallam for rent z jbaevev r sa evcwbntf html,apartment,2,2,1900.0,gbawe,fairly used,unfurnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gbawe
https jiji com gh lapaz houses apartments for rent bdrm apartment in mattdeb enterprise lapaz for rent ujhxklkwv x ovxsdeyenbyc html,apartment,1,1,1800.0,lapaz,newly built,unfurnished,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,lapaz
https jiji com gh teshie new town houses apartments for rent bdrm apartment in don nicky properties new town for rent upntsjjmx aw d k haa t html,apartment,2,2,2500.0,teshie,newly built,unfurnished,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,teshie
https jiji com gh cantonments houses apartments for rent furnished bdrm house in cantonments for rent m aeokvdgcgybe uxfailf html,house,4,4,50000.0,cantonments,fairly used,furnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cantonments
https jiji com gh pokuase houses apartments for rent bdrm apartment in dr roko pokuase for rent kb jxngm hc psontqgbo hm html,apartment,2,2,1500.0,pokuase,newly built,unfurnished,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,pokuase
https jiji com gh oyarifa houses apartments for rent bdrm house in oyarifa for rent xtzvabji gbkwrevgpznzqhi html,house,2,3,3000.0,oyarifa,fairly used,unfurnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,oyarifa
https jiji com gh mile houses apartments for rent bdrm house in mattdeb enterprise mile for rent xvecty tjtfbg m aja m v html,house,3,4,5500.0,achimota,renovated,unfurnished,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,achimota
https jiji com gh cantonments houses apartments for rent bdrm house in cantonment cantonments for rent hdchk nijkelikjjrciy gwv html,house,4,4,77000.0,cantonments,newly built,unfurnished,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,cantonments
https jiji com gh east legon houses apartments for rent bdrm villa in east legon for rent ccjmz iuqyzbtcu wkbo r html,villa,4,4,34960.0,east legon,fairly used,semi furnished,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,east legon
https jiji com gh amrahia houses apartments for rent bdrm apartment in amrahia for rent zfzrijdhnsjcvx mn nlgq html,apartment,1,1,1200.0,amrahia,fairly used,semi furnished,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,amrahia
https jiji com gh kasoa houses apartments for rent bdrm apartment in kasoa galilea for rent twnbmhcxaxoyo jila eakhb html,apartment,2,2,1500.0,kasoa,fairly used,unfurnished,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,kasoa
https jiji com gh tseaddo houses apartments for rent bdrm apartment in tseaddo for rent bvkf eceateidhdxmeaehmh html,apartment,3,2,9000.0,teshie,newly built,semi furnished,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,teshie
https jiji com gh adenta municipal houses apartments for rent bdrm apartment in adenta pantang road for rent a zlo nyetx zedvuzlun html,apartment,2,2,2600.0,adenta,newly built,unfurnished,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,adenta
https jiji com gh spintex houses apartments for rent bdrm house in lashibi spintex for rent cc ghdrojmz gzhwvxwieq html,house,3,3,6000.0,spintex,fairly used,unfurnished,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,spintex
https jiji com gh lashibi houses apartments for rent bdrm apartment in lashibi for rent frr svhukj vcy qtu wvqut html,apartment,2,2,3000.0,ashaiman municipal,fairly used,unfurnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ashaiman municipal
https jiji com gh adjiriganor houses apartments for rent bdrm house in adjiriganor for rent i gfm nelyuwgue qzcomqnj html,house,4,4,30000.0,adjiriganor,newly built,unfurnished,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,adjiriganor
https jiji com gh agbogba houses apartments for rent bdrm apartment in lyike properties and agbogba for rent nrmwhbt yhedmgmepuwlvrg html,apartment,1,1,800.0,agbogba,fairly used,semi furnished,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,agbogba
https jiji com gh us embassy area houses apartments for rent bdrm house in us embassy area for rent uxan khv x gdkortsczzmmr html,house,6,5,44400.0,cantonments,newly built,unfurnished,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,cantonments
https jiji com gh ability houses apartments for rent bdrm house in adjiriganor ability for rent jfuogemjkenv jlsxt hulvn html,house,4,4,19999.0,adjiriganor,newly built,semi furnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adjiriganor
https jiji com gh haatso houses apartments for rent bdrm apartment in haatso for rent rnp hmr lpjd t h pk d html,apartment,1,1,4000.0,haatso,newly built,semi furnished,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,haatso
https jiji com gh spintex houses apartments for rent bdrm apartment in texpo spintex for rent kcmg g vwytcygpa r gkuct html,apartment,3,3,6000.0,spintex,fairly used,unfurnished,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,spintex
https jiji com gh east legon houses apartments for rent bdrm house in east legon for rent cqo qfpozwmrjtzgiwvwdfub html,house,4,4,27500.0,east legon,fairly used,unfurnished,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,east legon
https jiji com gh airport residential area houses apartments for rent bdrm house in regimmanuel estate airport residential area for rent w mbtqmigom modqp xsyrfd html,house,4,4,24000.0,airport residential area,fairly used,unfurnished,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,airport residential area
https jiji com gh adenta municipal houses apartments for rent bdrm apartment in chamber self adenta for rent oodomissldsosctcb pr sv html,apartment,1,1,1500.0,adenta,fairly used,semi furnished,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,adenta
https jiji com gh cantonments houses apartments for rent furnished bdrm duplex in cantonments for rent fhschmf bbqtlokfh cphhds html,duplex,4,4,55000.0,cantonments,newly built,furnished,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,cantonments
https jiji com gh tema metropolitan houses apartments for rent bdrm house in harbour and port tema metropolitan for rent v wx pd da hm nphzyvogta html,house,4,3,11000.0,tema metropolitan,fairly used,semi furnished,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,tema metropolitan
https jiji com gh pentecost university houses apartments for rent studio apartment in clutch homes pentecost university for rent wip q clsibsihvieswkcncb html,studio apartment,1,1,600.0,sowutwuom,fairly used,unfurnished,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,sowutwuom
https jiji com gh spintex houses apartments for rent bdrm house in regimanuel spintex for rent hiwryo kkyotllxtiuhfkil html,house,4,4,22340.0,spintex,fairly used,unfurnished,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,spintex
https jiji com gh east legon houses apartments for rent bdrm house in east legon for rent dsrzh qpcutwetq xrbgso c html,house,4,3,9000.0,east legon,newly built,unfurnished,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,east legon
https jiji com gh bortiano houses apartments for rent bdrm apartment in mr justice estate bortiano for rent de bgwjd zdz i clv txxzs html,apartment,2,2,1800.0,weija,newly built,unfurnished,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,weija
https jiji com gh manet court houses apartments for rent bdrm house in unique key agency manet court for rent zdslgmj td r ohrm yhrg w html,house,4,3,11700.0,spintex,renovated,unfurnished,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,spintex
https jiji com gh east legon houses apartments for rent bdrm house in east legon for rent uh rutgatrc nx tcrmz at html,house,4,4,6500.0,east legon,fairly used,unfurnished,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,east legon
https jiji com gh dome houses apartments for rent bdrm apartment in dome for rent tua dtqfidxmvlueo wd r html,apartment,2,2,3500.0,dome,newly built,semi furnished,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,dome market
https jiji com gh gbawe houses apartments for rent bdrm apartment in gbawe for rent cxnw xhw halmmvlej xyk html,apartment,1,2,2000.0,gbawe,newly built,unfurnished,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gbawe
https jiji com gh kwabenya houses apartments for rent furnished bdrm apartment in kwabenya for rent nqdmkd yv gzxfi uaruzawk html,apartment,2,2,4500.0,ga west municipal,newly built,furnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ga west municipal
https jiji com gh tema metropolitan houses apartments for rent bdrm house in devtraco tema metropolitan for rent nt xef hyv etahghmw p html,house,2,3,4000.0,tema metropolitan,fairly used,unfurnished,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,tema metropolitan
https jiji com gh airport residential area houses apartments for rent bdrm house in regimaneul estate airport residential area for rent p ohdlttizxck isttdjzopz html,house,2,3,18500.0,airport residential area,fairly used,unfurnished,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,airport residential area
https jiji com gh spintex houses apartments for rent bdrm apartment in pleasant properties spintex for rent ks p l xl ndwkcpdpsbso html,apartment,1,1,800.0,spintex,newly built,semi furnished,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,spintex
https jiji com gh tema metropolitan houses apartments for rent bdrm apartment in community tema metropolitan for rent pw ifssq qw mw ydvpsh html,apartment,3,6,22500.0,tema metropolitan,fairly used,unfurnished,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,tema metropolitan
https jiji com gh ga east municipal houses apartments for rent furnished bdrm apartment in park estate ga east municipal for rent b vxogpq njdzqzmlrq p sh html,apartment,3,3,10500.0,ga east municipal,newly built,furnished,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,ga east municipal
https jiji com gh labone houses apartments for rent bdrm house in labone for rent b xp nbjnqsal fjeironxp html,house,5,5,42000.0,labone,fairly used,unfurnished,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,labone
https jiji com gh ledzokuku krowor houses apartments for rent bdrm apartment in ayathar bedroom ledzokuku krowor for rent wxprgddafin i m jhjvrva html,apartment,2,2,1700.0,teshie,fairly used,semi furnished,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,teshie
https jiji com gh lashibi houses apartments for rent bdrm apartment in ebenard properties lashibi for rent ulg fc tii i mmtqrhv bnz html,apartment,1,1,1600.0,ashaiman municipal,fairly used,unfurnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ashaiman municipal
https jiji com gh amasaman houses apartments for rent bdrm apartment in amasaman for rent wvl dqkxryjsvjd tzhkyqng html,apartment,1,1,750.0,ga west municipal,fairly used,semi furnished,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,ga west municipal
https jiji com gh spintex houses apartments for rent furnished bdrm apartment in spintex for rent fyobw cltjyfdusmrgtyaeom html,apartment,1,1,9421.0,spintex,newly built,furnished,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,spintex
https jiji com gh dzorwulu houses apartments for rent bdrm house in dzorwulu for rent zwd daevfumsxvll qb oxzl html,house,5,5,48000.0,dzorwulu,newly built,unfurnished,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,dzorwulu
https jiji com gh dome houses apartments for rent bdrm apartment in eb properties dome for rent iuxv adokwwtqorzttxxu x html,apartment,1,1,700.0,dome,old,unfurnished,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,dome market
https jiji com gh adenta municipal houses apartments for rent bdrm apartment in pantang adenta for rent fc mt i jhvpew edy vs html,apartment,1,1,2500.0,adenta,fairly used,unfurnished,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,adenta
https jiji com gh east legon houses apartments for rent bdrm apartment in adjiringanor galaxy east legon for rent qu kpdea kpq p hdp cxek html,apartment,2,2,7000.0,east legon,fairly used,semi furnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,east legon
https jiji com gh north legon houses apartments for rent furnished bdrm townhouse terrace in winsconsin north legon for rent tdzaistnrng k gclh ael n html,townhouse terrace,4,4,11000.0,north legon,newly built,furnished,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,north legon
https jiji com gh madina houses apartments for rent furnished bdrm house in madina for rent dks mdf nkncznbgfm ui ms html,house,1,1,700.0,madina,newly built,furnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,madina
https jiji com gh east legon houses apartments for rent bdrm house in trasaco east legon for rent txhj vg xmyfuwfrcvmizfan html,house,5,5,15000.0,east legon,newly built,unfurnished,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,east legon
https jiji com gh adenta municipal houses apartments for rent studio apartment in adenta for rent nz ezm tkildeumypsrt w html,studio apartment,1,1,400.0,adenta,newly built,semi furnished,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,adenta
https jiji com gh airport residential area houses apartments for rent bdrm mansion in east airport for rent u hegrblsdwfw cz oy hv html,mansion,7,7,90000.0,airport residential area,newly built,unfurnished,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,airport residential area
https jiji com gh school area houses apartments for rent bdrm apartment in ultimate estate school area for rent hljqn fjtlvqydr wflrxfge html,apartment,1,1,700.0,achimota,fairly used,unfurnished,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,achimota
https jiji com gh pokuase houses apartments for rent bdrm apartment in amasaman cocobod pokuase for rent bolzdcbit n lnbp eidb y html,apartment,3,3,2500.0,pokuase,newly built,unfurnished,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,pokuase
https jiji com gh airport residential area houses apartments for rent bdrm house in regimmanuel estate airport residential area for rent czjuprbnotua m tm kfo me html,house,5,4,31000.0,airport residential area,renovated,unfurnished,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,airport residential area
https jiji com gh dzorwulu houses apartments for rent bdrm townhouse terrace in dzorwulu for rent yjvq xpxt gzsdolpyq ck v html,townhouse terrace,3,3,36000.0,dzorwulu,newly built,semi furnished,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,dzorwulu
https jiji com gh ga south municipal houses apartments for rent bdrm apartment in amasaman ga south municipal for rent bjeuoytjevhxmyh zhxuopkl html,apartment,1,1,650.0,ga south municipal,fairly used,unfurnished,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,ga south municipal
https jiji com gh agape houses apartments for rent bdrm house in ablekuma agape for rent xa vppxkjytvtmjescwd h html,house,1,1,500.0,ablekuma,fairly used,unfurnished,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,ablekuma
https jiji com gh baatsona total houses apartments for rent furnished bdrm house in baatsona total for rent cygkgculhc yns a ac k ha html,house,4,4,12000.0,spintex,fairly used,furnished,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,spintex
https jiji com gh north legon houses apartments for rent furnished bdrm apartment in jovin properties north legon for rent r dkln nzowlyyzcr hutspx html,apartment,2,2,6500.0,north legon,newly built,furnished,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,north legon
https jiji com gh east legon houses apartments for rent bdrm apartment in east legon for rent ckezy op nw ylhxm s xyen html,apartment,3,2,2700.0,east legon,newly built,unfurnished,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,east legon
https jiji com gh pokuase houses apartments for rent bdrm apartment in pokuase for rent qc e trdkmnas lrvvmo html,apartment,2,2,2000.0,pokuase,newly built,unfurnished,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,pokuase
https jiji com gh dansoman houses apartments for rent bdrm house in dansoman for rent uusabkpm zjzrtjdwtqvjohd html,house,3,4,5000.0,dansoman,fairly used,unfurnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dansoman
https jiji com gh new legon houses apartments for rent bdrm apartment in new legon for rent lazwbyh s zx ilruh plwxs html,apartment,1,1,1500.0,adenta,fairly used,semi furnished,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adenta
https jiji com gh east legon houses apartments for rent bdrm apartment in east legon hills for rent nia lqdpd yyvqqpdytf a html,apartment,2,2,3000.0,east legon,newly built,unfurnished,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,east legon
https jiji com gh ridge houses apartments for rent bdrm apartment in ridge for rent pzfhnb tck chxy s pg f html,apartment,3,3,35000.0,ridge,fairly used,unfurnished,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,greater accra regional hospital
https jiji com gh adenta municipal houses apartments for rent bdrm apartment in regimanuel estate adenta for rent sonhflzitr xie pji s ldu html,apartment,2,2,3500.0,adenta,newly built,semi furnished,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,adenta
https jiji com gh airport residential area houses apartments for rent bdrm apartment in lower east airport for rent ujqzzkcmmlfkyoghtjowtfds html,apartment,2,2,3500.0,airport residential area,fairly used,unfurnished,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,airport residential area
https jiji com gh haatso houses apartments for rent bdrm apartment in charclem ventures haatso for rent bh hgok lc hpivagsdmamtr html,apartment,2,2,3500.0,haatso,newly built,semi furnished,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,haatso
https jiji com gh adenta municipal houses apartments for rent bdrm apartment in adenta frahfraha for rent zpgkowq dhmwe f f ctzqoa html,apartment,1,1,2000.0,adenta,newly built,semi furnished,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,adenta
https jiji com gh old ashomang houses apartments for rent bdrm townhouse terrace in old ashomang for rent ypynyopvfi pruljif p lfg html,townhouse terrace,3,3,6500.0,old ashomang,newly built,unfurnished,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,old ashomang
https jiji com gh ashaiman municipal houses apartments for rent bdrm apartment in zenu station area ashaiman municipal for rent we b kqafeliw hordjqmy l html,apartment,2,2,1500.0,ashaiman municipal,newly built,semi furnished,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,ashaiman municipal
https jiji com gh pokuase houses apartments for rent bdrm apartment in amasaman superman pokuase for rent cdaeb iws nawytaxfn e html,apartment,1,2,1700.0,pokuase,newly built,unfurnished,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,pokuase
https jiji com gh adenta municipal houses apartments for rent bdrm house in adenta for rent fqxh z xqxtvq wrprxwjv q html,house,4,4,7000.0,adenta,newly built,semi furnished,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,adenta
https jiji com gh ga south municipal houses apartments for rent bdrm apartment in ga south municipal for rent taxn lupcyercttop xxcynl html,apartment,1,2,3000.0,ga south municipal,fairly used,unfurnished,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,ga south municipal
https jiji com gh accra metropolitan houses apartments for rent bdrm apartment in east legon accra metropolitan for rent wgm r ldtmnavqbc mastcdz html,apartment,3,3,3500.0,accra metropolitan,fairly used,unfurnished,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,accra metropolitan
https jiji com gh ablekuma houses apartments for rent bdrm apartment in dr roko ablekuma for rent vnf unuotdibw haqzrkm c html,apartment,2,2,1500.0,ablekuma,fairly used,unfurnished,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,ablekuma
https jiji com gh teshie new town houses apartments for rent bdrm house in bush road new town for rent mpw tudhycixwwxzyxkskg html,house,1,1,750.0,teshie,fairly used,unfurnished,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,teshie
https jiji com gh east legon houses apartments for rent furnished bdrm house in east legon west for rent dhw tc lw xkptvlmplc g html,house,5,4,32500.0,east legon,fairly used,furnished,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,east legon
https jiji com gh airport residential area houses apartments for rent bdrm apartment in east airport burma for rent c ew ehdwm umgru wve nfa html,apartment,4,3,13200.0,airport residential area,newly built,semi furnished,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,airport residential area
https jiji com gh spintex houses apartments for rent bdrm house in kb properties spintex for rent kwxpobgpfx m pgipaksa html,house,6,5,17185.0,spintex,newly built,semi furnished,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,spintex
https jiji com gh east legon houses apartments for rent furnished bdrm apartment in east legon for rent cjtyb qwc ikdtimymuw e p html,apartment,2,2,48600.0,east legon,newly built,furnished,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,east legon
https jiji com gh teshie houses apartments for rent bdrm apartment in teshie for rent hq n w eqayreeflztwcydyh html,apartment,1,1,1200.0,teshie,fairly used,unfurnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,teshie
https jiji com gh airport residential area houses apartments for rent bdrm house in east airport for rent lgar hvj vrhdesjdbfnh hr html,house,5,4,12000.0,airport residential area,newly built,unfurnished,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,airport residential area
https jiji com gh east legon houses apartments for rent bdrm shared apartment in east legon for rent qbdaxqamvwllfrf dihny html,shared apartment,2,2,10000.0,east legon,newly built,semi furnished,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,east legon
https jiji com gh school junction houses apartments for rent bdrm townhouse terrace in school junction for rent kebit pvjxkbelfguzl etw html,townhouse terrace,4,4,12000.0,ashaley botwe,fairly used,unfurnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ashaley botwe
https jiji com gh oyarifa houses apartments for rent bdrm apartment in oyarifa for rent ys ugd acl qb qxkrfiosmf html,apartment,1,1,1100.0,oyarifa,newly built,unfurnished,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,oyarifa
https jiji com gh airport residential area houses apartments for rent bdrm house in regimanuel golden airport residential area for rent iuamn tfzyrcwvamiso io l html,house,4,4,26644.0,airport residential area,fairly used,semi furnished,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,airport residential area
https jiji com gh spintex houses apartments for rent furnished bdrm apartment in spintex for rent brxwprpdrxnpbyp czp cx j html,apartment,1,1,3500.0,spintex,newly built,furnished,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,spintex
https jiji com gh ability houses apartments for rent bdrm house in ability for rent fomafcp lr iq wc bzpovkn html,house,4,3,17550.0,adjiriganor,newly built,unfurnished,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,adjiriganor
https jiji com gh weija houses apartments for rent bdrm apartment in weija for rent xeb vuehc kxvr vxsxvaz html,apartment,2,2,2500.0,weija,newly built,unfurnished,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,weija
https jiji com gh ashomang estate houses apartments for rent bdrm apartment in ashomang estate for rent bhdnwym gafrjqoomgwvxrg html,apartment,1,1,1300.0,ashomang estate,renovated,unfurnished,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ashomang estate
https jiji com gh haatso houses apartments for rent bdrm apartment in simon haatso for rent hf zdi chfbj chlvf fxq html,apartment,1,1,1500.0,haatso,newly built,unfurnished,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,haatso
https jiji com gh east legon houses apartments for rent bdrm duplex in east legon anc for rent mrlmafodmbhha htozygkus html,duplex,5,4,42000.0,east legon,newly built,unfurnished,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,east legon
https jiji com gh ability houses apartments for rent bdrm house in east legon ability for rent mtk iogllmdnrhxhmpsbjps html,house,5,4,16800.0,adjiriganor,newly built,unfurnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adjiriganor
https jiji com gh tseaddo houses apartments for rent bdrm apartment in tseaddo for rent bepnu svgkq pi xolbbmlm html,apartment,2,2,8000.0,teshie,newly built,semi furnished,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,teshie
https jiji com gh american house houses apartments for rent bdrm house in east legon american for rent xwfcppfhssgryj aiovarzrs html,house,5,4,48000.0,east legon,newly built,unfurnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,east legon
https jiji com gh airport residential area houses apartments for rent furnished bdrm apartment in polo views airport for rent ojyszim feka epovy wxta html,apartment,3,3,47100.0,airport residential area,newly built,furnished,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,airport residential area
https jiji com gh airport residential area houses apartments for rent bdrm penthouse in bronko housing airport residential area for rent ck fczxmsjrneu ch vefpnf html,penthouse,4,4,40000.0,airport residential area,fairly used,unfurnished,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,airport residential area
https jiji com gh community houses apartments for rent bdrm house in tema community for rent dzsoewi dsof rctq zveren html,house,4,4,12500.0,tema metropolitan,newly built,unfurnished,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,tema metropolitan
https jiji com gh ashaley botwe houses apartments for rent bdrm apartment in school junction ashaley botwe for rent wwwne ag z ljo fqwhy d html,apartment,2,2,5000.0,ashaley botwe,newly built,unfurnished,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,ashaley botwe
https jiji com gh pillar houses apartments for rent bdrm apartment in francis quarcoe pillar for rent qmysooqxkskwivzopcjpsvy html,apartment,1,1,1200.0,dome,fairly used,unfurnished,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dome market
